id,name,value,timestamp,createdTimestamp,workstationCode,workstationId,workstationComponent,nameId,rawName
e07698a6c26fb176e218c4fd,gcode.programname,O1025 (Aero Frame MAIN),2025-05-02T15:31:34.562157+00:00,2025-05-02T15:31:34.569935+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,e199006ced201c5a,O1025 (Aero Frame Demo - MAIN) 
de82a5a7dbada327f5737c10,execution,STOPPED,2025-05-02T13:36:34.598131+00:00,2025-05-02T13:36:34.598296+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,86d1c44d04f51ead,STOPPED
aee777b7cc7a714f9d6000ac,controllermode,AUTOMATIC,2025-05-02T13:36:34.598131+00:00,2025-05-02T13:36:34.600587+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,3534407d1b083fff,AUTOMATIC
d8c7040f3d9a9fb94c96d255,emergencystop,ARMED,2025-05-02T13:36:34.598131+00:00,2025-05-02T13:36:34.601446+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,9e2b0b0cae99ff76,ARMED
4685b76e194985be0798c733,status,"{""aut"": ""MEMORY (0x1)"", ""run"": ""STOP (0x1)"", ""motion"": ""NONE (0x0)"", ""mstb"": ""NONE (0x0)"", ""emergency"": ""NONE (0x0)"", ""alarm"": ""NONE (0x0)"", ""edit"": ""NOT_EDITING (0x0)"", ""block"": """", ""execution"": ""STOPPED"", ""controllermode"": ""AUTOMATIC"", ""emergencystop"": ""ARMED""}",2025-05-02T13:36:34.598131+00:00,2025-05-02T13:36:34.602310+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,97b11419f645df89,"{""aut"": ""MEMORY (0x1)"", ""run"": ""STOP (0x1)"", ""motion"": ""NONE (0x0)"", ""mstb"": ""NONE (0x0)"", ""emergency"": ""NONE (0x0)"", ""alarm"": ""NONE (0x0)"", ""edit"": ""NOT_EDITING (0x0)"", ""block"": """", ""execution"": ""STOPPED"", ""controllermode"": ""AUTOMATIC"", ""emergencystop"": ""ARMED""}"
c4fac663678c2aad5c40cc34,execution,READY,2025-05-02T13:36:34.598131+00:00,2025-05-02T13:36:34.603199+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path2,fb3b5bd1d85439b9,READY
149f0ed732ed0610350064e2,controllermode,AUTOMATIC,2025-05-02T13:36:34.598131+00:00,2025-05-02T13:36:34.604038+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path2,41175cb5ed61b3c1,AUTOMATIC
1eb7c1198b0d9e7c5479d5fd,emergencystop,ARMED,2025-05-02T13:36:34.598131+00:00,2025-05-02T13:36:34.604850+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path2,a75e08cc2c85049c,ARMED
49939668f9d1c204916d6d25,status,"{""aut"": ""MEMORY (0x1)"", ""run"": ""RESET (0x0)"", ""motion"": ""NONE (0x0)"", ""mstb"": ""NONE (0x0)"", ""emergency"": ""NONE (0x0)"", ""alarm"": ""NONE (0x0)"", ""edit"": ""NOT_EDITING (0x0)"", ""block"": """", ""execution"": ""READY"", ""controllermode"": ""AUTOMATIC"", ""emergencystop"": ""ARMED""}",2025-05-02T13:36:34.598131+00:00,2025-05-02T13:36:34.605690+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path2,a1f75b09ec8e3e3b,"{""aut"": ""MEMORY (0x1)"", ""run"": ""RESET (0x0)"", ""motion"": ""NONE (0x0)"", ""mstb"": ""NONE (0x0)"", ""emergency"": ""NONE (0x0)"", ""alarm"": ""NONE (0x0)"", ""edit"": ""NOT_EDITING (0x0)"", ""block"": """", ""execution"": ""READY"", ""controllermode"": ""AUTOMATIC"", ""emergencystop"": ""ARMED""}"
d3c707ffa0a4773ba6621622,program,1025,2025-05-02T13:36:34.598131+00:00,2025-05-02T13:36:34.606542+00:00,FANUC_31i-B_MM_G403_v48.0,fdm8qzfhloo7ftqu,path1,c28e438157a59e66,1025
