id,name,value,timestamp,createdTimestamp,workstationCode,workstationId,workstationComponent,nameId,rawName
CC4F0A286888340193819065508DAFEF,execution,STOPPED,2025-05-08T22:42:21.806467+00:00,2025-05-08T22:42:21.945493+00:00,Haas-VF2,HAAS-VF2,1,44C66283C2F94886BBBEA5BD88C8BF44,STOPPED
83433F3130CF216419EF56BE19D08F43,execution,STOPPED,2025-05-08T22:42:31.844078+00:00,2025-05-08T22:42:31.942013+00:00,Haas-VF2,HAAS-VF2,1,44C66283C2F94886BBBEA5BD88C8BF44,STOPPED
EFC934D5C2EFB2CD019453257B87BC36,execution,STOPPED,2025-05-08T22:42:41.802015+00:00,2025-05-08T22:42:41.952016+00:00,Haas-VF2,HAAS-VF2,1,44C66283C2F94886BBBEA5BD88C8BF44,STOPPED
B2C4EFF329337183436B33A4852BD0D1,execution,STOPPED,2025-05-08T22:42:51.791441+00:00,2025-05-08T22:42:51.940180+00:00,Haas-VF2,HAAS-VF2,1,44C66283C2F94886BBBEA5BD88C8BF44,STOPPED
AB21034195C364DD4233B008E6CB385F,execution,STOPPED,2025-05-08T22:43:01.789195+00:00,2025-05-08T22:43:01.926497+00:00,Haas-VF2,HAAS-VF2,1,44C66283C2F94886BBBEA5BD88C8BF44,STOPPED
8143E70A82ABEFE08DF9F7462699E2CB,gcode.programname,O02500,2025-05-08T22:43:08.876236+00:00,2025-05-08T22:43:08.940362+00:00,Haas-VF2,HAAS-VF2,1,1C73E861C929D618B43B3F1FBB14E072,O02500
97FD5F8B268BCA3DC60EB74F4CF638C9,execution,ACTIVE,2025-05-08T22:43:08.876175+00:00,2025-05-08T22:43:08.940385+00:00,Haas-VF2,HAAS-VF2,1,44C66283C2F94886BBBEA5BD88C8BF44,ACTIVE
B3816A4E67834E379717FD94473A87B3,toolnumber,171,2025-05-08T22:43:08.894417+00:00,2025-05-08T22:43:08.940395+00:00,Haas-VF2,HAAS-VF2,1,3D38368E6BF777E49AD6E83C69BCF77A,171
C67EC368624DD9DC032345069597EFF5,gcode.toolSlotId,171,2025-05-08T22:43:08.718061+00:00,2025-05-08T22:43:08.940401+00:00,Haas-VF2,HAAS-VF2,1,36D46A341E521DCDA4E15E05B6E3FF40,171
152516C2D46809D79E9990244D4B2FAA,gcode.ncode,N55,2025-05-08T22:43:09.840548+00:00,2025-05-08T22:43:09.924789+00:00,Haas-VF2,HAAS-VF2,1,13DF52F4A6D8F4E951161CACF4633DDA,N55
D9BAC96656A65D4DD9EB4670A5B3D788,spindlespeed,6999.755859375,2025-05-08T22:43:09.840608+00:00,2025-05-08T22:43:09.924815+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6999.755859375
8D17DA5A41322EB9C34DFA209DACDF46,gcode.ncode,N70,2025-05-08T22:43:10.855615+00:00,2025-05-08T22:43:10.949591+00:00,Haas-VF2,HAAS-VF2,1,13DF52F4A6D8F4E951161CACF4633DDA,N70
0BD4F6DBCB24ED37D7AC5ECD0CB41281,spindlespeed,6999.700927734375,2025-05-08T22:43:10.855670+00:00,2025-05-08T22:43:10.949761+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6999.700927734375
EC309D747C6376E9B0DC25793BC5C736,pathfeedrate,40.0,2025-05-08T22:43:10.829422+00:00,2025-05-08T22:43:10.949790+00:00,Haas-VF2,HAAS-VF2,1,0D029646C219F862C033160876BC35A2,40.0
D15E86E870CC82100B85E7AA99211747,load,9,2025-05-08T22:43:11.779373+00:00,2025-05-08T22:43:11.965093+00:00,Haas-VF2,HAAS-VF2,1,E981AB9DD6494EC93097EC399F92940C,9
0C7D0D8C8308D8DB7CB1246B4543D220,gcode.ncode,N75,2025-05-08T22:43:11.850507+00:00,2025-05-08T22:43:11.965129+00:00,Haas-VF2,HAAS-VF2,1,13DF52F4A6D8F4E951161CACF4633DDA,N75
80A59E0DC04DE08D17B59A9B04A4054C,spindlespeed,6998.895263671875,2025-05-08T22:43:11.850574+00:00,2025-05-08T22:43:11.965144+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6998.895263671875
34F3A1674458BF6C83072D760AA912A6,load,20,2025-05-08T22:43:12.774654+00:00,2025-05-08T22:43:12.960032+00:00,Haas-VF2,HAAS-VF2,1,E981AB9DD6494EC93097EC399F92940C,20
18E90C3C2B4EDACBA69E2987EE8A0E8F,gcode.ncode,N80,2025-05-08T22:43:12.807392+00:00,2025-05-08T22:43:12.960050+00:00,Haas-VF2,HAAS-VF2,1,13DF52F4A6D8F4E951161CACF4633DDA,N80
3B7E282DAFE46254EDBCD04870731F79,spindlespeed,6998.675537109375,2025-05-08T22:43:12.807432+00:00,2025-05-08T22:43:12.960056+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6998.675537109375
58DF7FBAB6BDA35FAA88BBE68E3E566A,pathfeedrate,105.0,2025-05-08T22:43:12.843617+00:00,2025-05-08T22:43:12.960062+00:00,Haas-VF2,HAAS-VF2,1,0D029646C219F862C033160876BC35A2,105.0
3FFCA3AC726CBDE35DD6C9C23F123F69,load,19,2025-05-08T22:43:13.772754+00:00,2025-05-08T22:43:13.944377+00:00,Haas-VF2,HAAS-VF2,1,E981AB9DD6494EC93097EC399F92940C,19
E8DF433BA3FA3DA8D16B241669709173,spindlespeed,6999.8565673828125,2025-05-08T22:43:13.826330+00:00,2025-05-08T22:43:13.944405+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6999.8565673828125
6AAC69F83A8CBB3FA5B991B3E05A9E93,load,18,2025-05-08T22:43:14.767258+00:00,2025-05-08T22:43:14.935550+00:00,Haas-VF2,HAAS-VF2,1,E981AB9DD6494EC93097EC399F92940C,18
FBD798456DFEEB1B5437E36F236D25A8,spindlespeed,6999.7283935546875,2025-05-08T22:43:14.800203+00:00,2025-05-08T22:43:14.935571+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6999.7283935546875
AF6333E2A0F1393FB50D92B7B788DBFF,load,5,2025-05-08T22:43:15.777830+00:00,2025-05-08T22:43:15.948833+00:00,Haas-VF2,HAAS-VF2,1,E981AB9DD6494EC93097EC399F92940C,5
80234B51AAF6957B9100B2E2D3365DE5,spindlespeed,7002.044677734375,2025-05-08T22:43:15.799427+00:00,2025-05-08T22:43:15.948854+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,7002.044677734375
49D429B3A78C3452223E882C5B8A34EC,load,18,2025-05-08T22:43:16.774445+00:00,2025-05-08T22:43:16.958471+00:00,Haas-VF2,HAAS-VF2,1,E981AB9DD6494EC93097EC399F92940C,18
5D22025B094E9BF5FA22DFECDAD38111,gcode.ncode,N85,2025-05-08T22:43:16.848197+00:00,2025-05-08T22:43:16.958487+00:00,Haas-VF2,HAAS-VF2,1,13DF52F4A6D8F4E951161CACF4633DDA,N85
390DA7AA2E3ABE38BF2DC79694488FAD,spindlespeed,6997.0458984375,2025-05-08T22:43:16.848257+00:00,2025-05-08T22:43:16.958492+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6997.0458984375
F6F177A8E7CA5F67B2951145F109B544,gcode.ncode,N90,2025-05-08T22:43:17.833948+00:00,2025-05-08T22:43:17.935484+00:00,Haas-VF2,HAAS-VF2,1,13DF52F4A6D8F4E951161CACF4633DDA,N90
8AE4B6747800984294B26D030C392199,spindlespeed,6999.7833251953125,2025-05-08T22:43:17.834034+00:00,2025-05-08T22:43:17.935503+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6999.7833251953125
109B8379BBF84E184DE488A7392A21FA,spindlespeed,6999.737548828125,2025-05-08T22:43:18.837552+00:00,2025-05-08T22:43:18.959023+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6999.737548828125
6D97FF60BD3D455AD41A93545E9D375A,load,10,2025-05-08T22:43:19.773479+00:00,2025-05-08T22:43:19.951472+00:00,Haas-VF2,HAAS-VF2,1,E981AB9DD6494EC93097EC399F92940C,10
0DCDD224C379DBB4B24EE8D00091A0EC,spindlespeed,6999.6185302734375,2025-05-08T22:43:19.824734+00:00,2025-05-08T22:43:19.951494+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,6999.6185302734375
81DD5D8DABB9EAC5E0D3EA140578915D,load,3,2025-05-08T22:43:20.782510+00:00,2025-05-08T22:43:20.951798+00:00,Haas-VF2,HAAS-VF2,1,E981AB9DD6494EC93097EC399F92940C,3
E70350D84738DA40FDD484F7B124E57D,gcode.ncode,N95,2025-05-08T22:43:20.813462+00:00,2025-05-08T22:43:20.951827+00:00,Haas-VF2,HAAS-VF2,1,13DF52F4A6D8F4E951161CACF4633DDA,N95
38E71C3A5C2E17AE7F61915044323CA9,spindlespeed,7000.52490234375,2025-05-08T22:43:20.813521+00:00,2025-05-08T22:43:20.951833+00:00,Haas-VF2,HAAS-VF2,1,70E5DFCB0E62CBF43B100427E0671FDA,7000.52490234375
EE1BB3C8E6D457EA1F1D0F83472AD8FA,pathfeedrate,40.0,2025-05-08T22:43:20.843523+00:00,2025-05-08T22:43:20.951836+00:00,Haas-VF2,HAAS-VF2,1,0D029646C219F862C033160876BC35A2,40.0
73869EA29C9C289E7614CBEF106D2414,load,6,2025-05-08T22:43:21.781439+00:00,2025-05-08T22:43:21.954434+00:00,Haas-VF2,HAAS-VF2,1,E981AB9DD6494EC93097EC399F92940C,6
